LOCALIDADES,Apango de Zaragoza,La Compaa,San Jos Alchichica,Xochimilco,Tepeyahualco de Cuauhtmoc,Petlalcingo,San Francisco Independencia (Santa Mara Aserradero),San Vicente Boquern,San Francisco Cuautlancingo (El Barrio),Santa Clara Huitziltepec,La Pursima de Hidalgo,San Cristbal Tepeteopan,Tepanco de Lpez,Santiago Acozac,San Miguel Zacaola,Tlacamilco,Jess Nazareno,Nicols Bravo,Emilio Portes Gil,Francisco I. Madero,Santo Nombre,San Pablo de las Tunas,Atzitzintla,San Nicols Buenos Aires,San Andrs Cacaloapan,La Pursima,San Jos Tuzuapan,San Antonio Portezuelo,San Nicols Zoyapetlayoca,Santa Rosa,San Pablo Actipan,San Lorenzo Ometepec,Benito Jurez,San Jos Ixtapa,Aljojuca,Azumbilla,Cuesta Blanca,Mximo Serdn,Santa Mara Nenetzintla,Santa Ins Ahuatempan,Morelos Caada,San Miguel Zozutla,Ahuatepec,Tlanepantla,San Jernimo Ocotitln,San Jos Chiapa,Santiago Tenango,Palmar de Bravo,San Juan Ixcaquixtla,Tepexi de Rodrguez,San Simn de Bravo,San Martn Caltenco,Xochitln,Tecali de Herrera,Santo Toms Hueyotlipan,El Rincn Citlaltpetl,Chapulco,Santa Mara Coatepec,San Bartolo Teontepec,Santa rsula Chiconquiac,San Gabriel Tetzoyocan,Atoyatempan,San Agustn Tlaxco,La Magdalena Tetela Morelos,Soltepec,Tochtepec,Santa Mara la Alta,Nopalucan de la Granja,San Sebastin Villanueva,Yehualtepec,Cuapiaxtla de Madero,Actipan de Morelos (Santa Mara Actipan),Santa Mara Ixtiyucan,Tlachichuca,Santiago Acatln,Santiago Alseseca,Esperanza,Cuapiaxtla,Cuacnopalan,San Miguel Xaltepec,Tlacotepec de Benito Jurez,San Hiplito Xochiltenango,Magdalena Cuayucatepec,San Marcos Tlacoyalco,Oriental,Guadalupe Victoria,Ciudad de Rafael Lara Grajales,Quecholac,San Mateo Tlaixpan,San Salvador Huixcolotla,Santiago Miahuatln,Villa de El Carmen Tequexquitla,Ciudad de Libres,Tepatlaxco de Hidalgo,Acatln de Osorio,Los Reyes de Jurez,Palmarito Tochapan,San Salvador el Seco,Acajete,Ciudad Serdn,Acatzingo de Hidalgo,Tepeaca,Tecamachalco,Heroica Ciudad de Huajuapan de Len, 
San Antonio Portezuelo,38.447,7.374,62.585,29.532,34.866,137.072,52.888,119.713,51.474,40.534,26.27,68.396,64.279,11.743,26.09,33.196,20.315,14.689,42.644,82.86,49.183,1.985,70.68,31.9,60.161,31.63,19.335,0,19.531,20.563,26.347,29.74,16.922,63.193,32.072,77.009,55.826,41.155,35.702,93.125,65.196,44.42,30.617,26.998,33.221,37.344,12.91,44.245,83.429,67.454,4.845,21.865,44.06,35.535,23.554,57.371,81.073,24.964,76.418,7.629,38.357,33.735,40.139,36.656,19.4,28.019,59.697,35.623,10.423,38.843,22.082,9.879,34.24,46.752,27.731,28.284,63.628,43.447,51.844,36.119,48.464,20.822,77.19,53.417,57.574,64.516,34.426,10.496,11.106,15.629,95.791,51.293,71.21,42.613,125.133,11.119,17.078,19.534,47.126,47.378,8.015,27.14,22.39,180.078, 
San Nicols Zoyapetlayoca,24.949,26.218,81.358,23.441,15.683,117.89,71.662,100.531,70.247,21.352,19.331,62.305,58.189,8.64,5.951,26.916,30.798,15.738,61.417,101.634,43.093,21.195,70.244,50.674,54.07,38.38,24.774,19.531,0,13.795,9.128,9.94,14.336,61.928,50.933,75.744,54.561,65.793,21.684,74.282,63.931,37.653,11.895,8.276,19.203,65.239,30.36,42.98,64.586,48.611,20.26,10.106,37.293,18.315,4.832,49.488,79.808,43.825,69.651,26.49,31.59,15.013,25.019,22.638,38.262,15.202,52.93,57.655,29.285,32.075,6.305,11.005,37.38,65.613,13.712,21.516,62.363,75.476,50.579,34.854,41.697,3.603,70.423,46.65,76.436,83.378,61.774,27.816,18.146,12.563,75.936,70.155,90.072,34.73,106.29,9.795,28.244,38.395,39.243,78.734,12.586,8.287,15.622,161.235, 
Santa Rosa,36.453,17.176,82.39,14.235,15.559,117.936,72.693,100.577,71.704,18.446,6.585,53.098,48.982,13.627,13.638,38.42,21.592,19.525,62.449,102.665,33.886,22.227,62.688,51.705,44.864,29.174,15.568,20.563,13.795,0,19.896,12.099,24.815,54.062,51.534,67.878,46.695,76.561,32.452,74.042,48.197,28.474,19.29,15.671,29.971,56.807,26.322,35.114,64.346,48.371,20.861,4.037,24.341,29.083,14.319,60.256,71.942,44.426,60.472,27.091,22.41,22.037,35.787,33.406,38.863,7.789,43.751,47.165,29.886,22.896,7.316,12.469,40.153,66.214,24.48,12.337,54.497,86.244,42.713,23.149,32.518,14.371,61.244,37.471,77.037,83.979,53.889,19.513,8.966,5.386,66.757,70.756,90.673,45.498,106.05,12.48,19.065,38.996,50.011,70.868,13.734,19.055,6.443,160.995, 
San Pablo Actipan,20.774,33.034,88.174,30.257,17.451,119.658,78.478,102.299,77.063,23.12,20.117,69.121,65.005,15.456,9.805,22.741,37.614,22.554,68.233,108.45,49.909,28.011,77.06,57.49,60.887,45.196,31.59,26.347,9.128,19.896,0,12.876,11.246,68.815,57.82,82.631,61.448,61.909,17.8,75.764,70.818,44.54,11.316,8.921,15.319,61.355,37.247,49.867,66.068,50.093,27.147,16.993,37.245,13.84,8.076,45.604,86.695,50.712,76.538,33.377,38.477,15.74,21.135,18.754,45.149,16.684,59.817,53.771,36.172,38.962,13.192,17.892,44.267,72.5,9.828,28.403,69.25,71.592,57.466,41.741,48.584,6.644,77.31,53.537,85.02,90.265,57.89,34.703,25.033,19.449,82.823,78.128,97.412,30.846,107.772,16.682,35.131,45.282,35.359,85.621,19.473,4.403,22.509,162.717, 
San Lorenzo Ometepec,35.384,28.016,91.567,15.843,6.578,108.785,81.871,91.426,80.456,12.247,7.744,65.862,61.746,14.175,3.943,37.351,34.355,25.947,71.626,111.843,46.65,31.404,75.451,60.883,57.628,41.937,28.331,29.74,9.94,12.099,12.876,0,24.712,72.304,61.31,86.12,64.937,76.458,32.348,64.887,74.307,37.739,7.693,4.074,29.867,75.904,35.587,53.356,55.191,39.216,30.637,7.357,26.368,20.124,5.237,60.153,90.184,54.202,69.737,36.867,31.676,10.436,35.683,33.302,48.639,4.311,53.016,68.32,39.662,32.161,9.851,15.146,47.757,75.99,24.377,21.602,72.739,86.141,60.955,45.23,41.783,14.267,70.509,46.736,86.813,93.755,72.439,28.778,18.134,16.108,76.022,80.532,100.449,45.395,96.895,13.936,28.33,48.772,49.908,89.11,22.963,18.951,15.708,151.84, 
Benito Jurez,17.354,23.609,78.749,35.177,29.785,131.991,69.052,114.632,67.637,35.453,31.067,74.041,69.925,8.907,21.009,14.824,34.886,5.86,58.808,99.024,54.829,18.586,68.442,48.064,65.806,41.816,27.905,16.922,14.336,24.815,11.246,24.712,0,60.505,48.561,74.321,53.138,38.941,20.007,88.075,62.508,49.617,25.567,21.948,17.526,36.01,27.987,41.557,78.379,62.404,17.887,22.07,49.257,19.721,18.504,44.395,78.385,41.453,93.961,24.118,43.554,28.685,27.163,13.049,35.889,28.995,64.894,32.833,20.36,44.039,18.269,11.38,25.821,63.241,12.036,33.48,60.94,70.383,49.156,33.431,53.661,9.071,95.933,58.614,59.675,81.005,32.598,26.393,19.172,16.945,93.103,52.783,96.203,29.637,120.083,12.62,28.358,36.023,34.15,77.311,8.954,7.427,27.586,175.028, 
San Jos Ixtapa,80.945,46.456,125.02,52.715,77.377,119.196,58.511,128.621,48.234,83.045,57.813,40.686,42.799,55.19,68.601,75.694,32.323,59.399,105.079,106.035,63.127,46.711,39.218,94.335,46.819,22.554,37.97,63.193,61.928,54.062,68.815,72.304,60.505,0,62.064,13.784,20.982,116.411,78.436,130.9,5.405,67.676,73.394,69.775,75.955,115.857,50.327,24.501,108.316,105.229,48.272,57.978,69.421,78.312,66.331,100.106,17.848,69.106,64.062,50.611,61.613,76.449,82.874,79.39,81.59,59.619,84.796,108.273,72.613,62.098,58.194,57.08,80.709,62.006,70.465,51.539,31.096,126.094,17,31.788,38.438,63.599,33.23,40.286,119.764,84.409,112.392,43.518,46.541,55.419,28.336,113.483,133.4,85.348,151.419,58.32,34.093,81.723,89.861,47.467,55.914,69.874,48.576,176.931, 
Aljojuca,69.964,38.892,52.883,61.049,66.383,177.07,13.652,151.23,20.147,72.051,57.787,98.56,95.796,43.26,57.607,64.713,63.726,46.207,32.942,57.248,80.7,33.274,39.739,9.496,91.678,58.818,54.801,32.072,50.933,51.534,57.82,61.31,48.561,62.064,0,62.814,37.98,45.065,67.16,124.583,49.807,75.877,62.075,58.456,64.679,35.259,37.693,45.682,114.887,98.912,36.74,53.322,75.517,66.993,55.012,54.878,66.878,7.931,97.837,32.412,69.814,65.193,71.597,68.114,23.31,59.476,91.154,39.533,29.87,70.3,53.539,41.336,38.15,13.9,59.189,59.741,36.111,55.226,45.511,67.577,79.921,52.28,99.809,84.874,48.038,38.076,38.336,42.391,44.922,47.086,77.366,41.757,61.674,74.071,156.591,42.576,48.973,13.807,78.584,17.149,39.472,58.598,53.847,210.706, 
Azumbilla,94.761,60.272,138.836,66.531,91.193,114.977,56.944,124.402,46.667,79.03,71.629,30.021,32.134,69.006,82.417,89.51,46.139,73.215,118.895,104.468,52.461,60.527,37.651,71.21,36.153,35.207,51.786,77.009,75.744,67.878,82.631,86.12,74.321,13.784,62.814,0,28.868,132.98,95.005,100.505,13.311,58.797,80.339,76.72,92.524,132.426,66.896,31.568,77.962,83.975,64.841,64.614,64.939,86.598,71.834,116.675,4.317,68.792,33.708,67.18,64.471,83.085,99.443,95.959,98.159,66.255,48.249,124.842,89.182,64.161,64.83,73.649,97.278,61.692,87.034,69.142,29.481,142.663,27.327,39.745,50.046,71.885,19.7,48.074,136.333,84.095,128.961,60.087,54.754,62.055,14.806,130.052,149.969,101.917,121.065,74.889,45.484,74.668,106.43,47.153,72.483,86.443,55.212,142.244, 
Cuesta Blanca,73.578,39.089,117.653,45.348,70.01,135.988,30.765,145.413,21.833,75.678,50.446,57.478,59.591,47.823,61.234,68.327,24.956,52.032,97.712,78.289,65,39.344,19.018,46.376,63.611,15.963,30.603,55.826,54.561,46.695,61.448,64.937,53.138,20.982,37.98,28.868,0,109.759,71.784,118.476,15.98,39.833,66.742,63.123,69.303,109.205,43.675,12.508,98.503,92.805,41.62,45.554,56.997,71.66,59.679,93.454,33.051,45.494,54.249,43.959,49.189,64.025,76.222,72.738,74.938,47.195,74.983,101.621,65.961,49.674,45.77,50.428,74.057,39.776,63.813,39.115,11.032,119.442,6.417,20.685,36.785,56.947,56.221,38.633,113.112,62.179,105.74,36.866,35.694,42.995,53.391,106.831,126.748,78.696,141.606,51.668,26.424,51.37,83.209,22.654,49.262,63.222,36.152,167.118, 
Mximo Serdn,33.906,47.975,66.405,86.923,81.531,183.737,79.35,166.378,64.323,87.199,82.813,125.787,121.671,66.416,72.755,36.849,90.791,35.828,46.464,86.68,106.575,42.358,124.347,58.362,117.552,97.721,83.81,41.155,65.793,76.561,61.909,76.458,38.941,116.411,45.065,132.98,109.759,0,39.37,135.611,119.03,97.153,68.756,69.258,39.074,9.952,46.611,98.079,125.915,109.94,45.658,69.606,96.793,66.261,65.813,20.319,134.907,40.361,150.483,41.33,91.09,75.995,37.023,34.655,23.323,76.531,112.43,9.139,38.789,91.576,65.806,50.255,11.943,73.475,49.405,81.017,117.462,12.99,105.678,89.953,101.197,59.258,152.455,106.15,33.617,68.164,6.487,51.309,53.841,74.43,149.625,25.884,39.387,42.656,230.558,51.495,84.879,34.931,27.54,62.775,45.055,53.537,75.123,222.564, 
Santa Mara Nenetzintla,4.737,42.389,95.269,42.814,37.421,139.627,87.832,122.268,86.418,43.089,38.704,81.677,77.561,28.442,28.645,7.68,52.817,25.675,75.328,115.544,62.465,37.366,86.372,66.844,73.443,59.747,45.836,35.702,21.684,32.452,17.8,32.348,20.007,78.436,67.16,95.005,71.784,39.37,0,95.622,79.801,57.164,28.767,29.269,3.743,35.866,50.495,58.85,85.926,69.951,36.144,29.617,56.804,26.272,25.824,20.114,95.678,59.709,89.162,42.374,51.1,36.006,12.416,4.728,49.236,36.542,72.441,28.282,45.169,51.586,25.816,29.636,33.475,81.497,9.416,41.027,78.233,42.885,66.449,50.724,61.208,19.268,89.934,66.161,59.531,94.078,32.4,43.686,37.428,32.073,110.396,52.639,68.705,4.048,127.63,30.876,45.651,54.279,9.869,94.604,28.47,13.547,35.133,182.575, 
Santa Ins Ahuatempan,98.769,91.401,154.952,79.824,58.528,57.762,145.256,26.631,143.841,54.274,69.687,72.65,68.533,77.56,67.328,100.736,97.74,89.332,135.011,175.228,74.752,94.789,138.836,124.268,63.544,105.322,91.716,93.125,74.282,74.042,75.764,64.887,88.075,130.9,124.583,100.505,118.476,135.611,95.622,0,115.694,82.701,66.174,66.963,93.252,139.289,102.432,116.741,34.235,27.402,94.022,70.743,58.671,77.883,68.623,123.538,96.887,117.587,83.348,100.252,75.78,63.35,99.068,96.687,112.024,68.699,58.808,131.705,103.047,88.065,73.236,78.531,111.142,139.375,87.762,88.447,136.124,149.526,124.34,108.615,73.912,77.652,79.879,79.948,150.198,157.14,135.824,95.623,85.076,79.493,85.392,143.917,163.834,108.78,32.465,77.321,95.175,112.157,113.293,152.495,86.348,82.336,82.553,98.008, 
Morelos Caada,82.948,48.459,127.023,46.85,79.38,124.633,43.937,134.058,33.66,85.048,51.948,46.123,48.236,57.193,70.604,77.697,28.299,61.402,107.082,91.461,68.564,48.714,24.644,58.203,52.256,21.908,32.705,65.196,63.931,48.197,70.818,74.307,62.508,5.405,49.807,13.311,15.98,119.03,79.801,115.694,0,45.778,67.224,63.605,75.111,115.013,49.483,18.453,91.204,98.75,47.428,51.499,62.942,73.483,58.719,99.262,17.559,56.925,46.95,49.767,55.134,69.97,82.03,78.546,80.746,53.14,61.49,107.429,71.769,55.619,51.715,56.236,79.865,49.825,69.621,45.06,17.615,125.25,14.212,26.63,42.73,58.77,32.941,44.578,118.92,72.228,111.548,40.232,41.639,48.94,28.047,112.639,132.556,84.504,134.307,57.476,32.369,62.801,89.017,35.286,55.07,63.454,42.097,155.486, 
San Miguel Zozutla,60.311,33.253,106.247,19.508,46.271,119.327,96.55,109.236,84.628,38.298,32.225,30.941,26.825,37.484,37.495,62.278,34.516,43.382,86.306,126.522,11.729,37.579,75.612,75.562,22.706,42.099,28.493,44.42,37.653,28.474,44.54,37.739,49.617,67.676,75.877,58.797,39.833,97.153,57.164,82.701,45.778,0,45.494,41.875,52.641,78.63,37.284,46.076,55.748,59.908,35.229,29.769,24.245,51.753,36.989,82.926,56.155,66.249,38.374,37.568,10.06,48.24,58.457,56.076,60.686,31.41,21.654,68.988,51.709,5.109,29.985,34.292,61.976,88.037,47.15,14.731,65.459,108.914,53.675,34.111,10.421,37.041,39.147,12.45,98.86,105.802,75.712,30.475,24.516,27.21,44.66,92.579,112.496,68.168,125.731,34.303,30.027,60.819,72.681,81.83,35.557,41.725,20.368,162.47, 
Ahuatepec,31.914,37.304,92.444,33.186,8.143,110.068,82.748,92.709,81.333,13.53,14.935,72.05,67.934,19.726,10.13,33.881,40.543,26.824,72.503,112.72,40.856,32.281,81.33,61.76,63.816,48.125,34.519,30.617,11.895,19.29,11.316,7.693,25.567,73.394,62.075,80.339,66.742,68.756,28.767,66.174,67.224,45.494,0,3.6,26.458,72.494,41.552,54.172,56.476,40.502,31.452,13.546,27.653,12.341,8.081,56.743,91,55.017,79.204,37.682,41.142,4.504,32.274,29.893,49.454,11.502,48.158,64.91,40.477,41.628,15.858,22.197,48.572,76.805,20.967,31.069,73.555,82.731,61.771,46.046,51.25,14.795,79.976,56.203,87.628,94.57,69.029,39.008,27.698,22.115,85.489,81.347,101.264,41.985,98.18,20.987,37.797,49.587,46.498,89.926,23.778,15.542,25.175,153.125, 
Tlanepantla,32.416,33.685,88.825,29.567,8.65,110.857,79.129,93.498,77.714,14.319,11.316,68.431,64.315,16.107,6.511,34.383,36.924,23.205,68.884,109.101,49.219,28.662,77.711,58.141,60.197,44.506,30.9,26.998,8.276,15.671,8.921,4.074,21.948,69.775,58.456,76.72,63.123,69.258,29.269,66.963,63.605,41.875,3.6,0,26.775,72.811,37.932,50.552,57.266,41.291,27.832,9.926,28.443,16.031,4.461,57.06,87.38,51.397,75.584,34.062,37.522,6.737,32.591,30.21,45.834,7.883,58.863,65.227,36.857,38.008,12.238,18.577,44.952,73.185,21.284,27.449,69.935,83.048,58.151,42.426,47.63,11.175,76.356,52.583,84.008,90.95,69.346,35.388,24.078,18.495,81.869,77.727,97.644,42.302,98.97,17.367,34.177,45.967,46.815,86.306,20.158,15.859,21.555,153.915, 
San Jernimo Ocotitln,6.89,39.908,95.048,40.333,34.94,137.146,85.351,119.787,83.937,40.608,36.223,79.196,75.08,25.961,26.164,8.857,50.336,23.194,75.107,115.323,59.984,34.885,83.891,64.363,70.962,57.266,43.355,33.221,19.203,29.971,15.319,29.867,17.526,75.955,64.679,92.524,69.303,39.074,3.743,93.252,75.111,52.641,26.458,26.775,0,38.565,48.014,56.369,83.445,67.47,33.663,27.136,54.323,23.791,23.343,22.813,93.197,57.228,86.681,39.893,48.619,33.525,8.702,4.697,51.665,34.061,69.96,30.981,42.688,49.105,23.335,27.155,36.174,79.016,6.935,38.546,75.752,58.913,63.968,48.243,58.727,16.787,87.453,63.68,62.23,96.781,35.099,41.205,34.947,29.592,107.915,55.338,84.733,7.129,125.149,28.395,43.17,51.798,12.568,92.123,25.989,11.066,32.652,180.094, 
San Jos Chiapa,33.353,44.164,56.653,66.322,80.977,183.183,55.783,165.824,54.517,86.645,63.06,105.186,101.069,65.862,72.201,36.296,90.237,32.897,36.712,76.928,85.973,38.547,74.109,34.944,96.951,97.167,83.256,37.344,65.239,56.807,61.355,75.904,36.01,115.857,35.259,132.426,109.205,9.952,35.866,139.289,115.013,78.63,72.494,72.811,38.565,0,42.663,97.571,125.407,109.432,41.71,69.098,73.516,65.753,65.305,19.811,134.399,29.644,149.975,37.382,67.813,75.487,36.515,34.147,19.375,76.023,89.153,8.631,34.841,68.299,65.298,46.307,8.848,63.713,48.897,57.74,116.954,8.498,105.17,89.445,77.92,58.75,151.947,82.873,23.855,58.402,4.887,47.361,49.893,45.085,149.117,16.963,37.491,42.148,230.05,47.547,53.943,24.214,27.032,52.058,36.963,53.029,51.846,222.056, 
Santiago Tenango,53.642,11.689,68.062,24.975,44.12,152.225,58.366,128.967,56.951,41.934,30.073,63.839,59.723,22.687,35.344,48.391,17.679,25.634,48.121,88.337,44.627,10.371,58.263,37.378,55.605,28.994,16.699,12.91,30.36,26.322,37.247,35.587,27.987,50.327,37.693,66.896,43.675,46.611,50.495,102.432,49.483,37.284,41.552,37.932,48.014,42.663,0,28.301,92.851,76.876,10.424,29.625,41.068,47.889,36.845,69.725,65.128,30.643,80.704,5.28,33.26,48.096,52.493,49.01,25.079,31.266,54.6,41.302,15.522,33.745,29.841,22.232,39.919,52.431,40.085,23.186,47.683,49.126,35.899,20.174,43.367,33.176,82.676,48.32,63.253,70.195,40.105,7.863,18.535,27.066,79.846,56.972,76.889,54.967,134.555,23.472,14.445,25.213,59.48,53.057,20.369,39.494,20.223,193.573, 
Palmar de Bravo,61.997,27.509,106.072,33.767,58.429,139.507,39.038,148.932,34.917,64.097,38.865,60.997,63.11,36.242,49.653,56.746,10.488,40.451,86.131,126.347,53.419,27.764,32.437,75.387,67.13,4.097,14.893,44.245,42.98,35.114,49.867,53.356,41.557,24.501,45.682,31.568,12.508,98.079,58.85,116.741,18.453,46.076,54.172,50.552,56.369,97.571,28.301,0,101.158,80.939,28.989,33.688,45.131,59.029,40.908,80.823,35.816,67.87,56.904,31.328,37.323,52.159,63.591,60.107,62.307,35.329,77.638,88.99,53.33,37.808,33.904,37.797,61.426,54.793,51.182,27.249,23.883,106.811,5.272,8.819,47.43,44.316,58.876,36.871,100.481,77.196,93.109,24.235,23.828,31.129,56.046,94.2,114.117,66.065,144.261,39.037,14.558,62.44,70.578,40.254,36.631,50.591,24.286,169.773, 
San Juan Ixcaquixtla,89.073,81.705,145.256,70.128,48.832,54.245,136.221,63.67,125.944,44.578,59.991,47.498,38.574,67.864,57.632,91.04,88.044,79.636,125.315,165.532,36.227,85.093,116.928,114.572,33.585,95.626,82.02,83.429,64.586,64.346,66.068,55.191,78.379,108.316,114.887,77.962,98.503,125.915,85.926,34.235,91.204,55.748,56.476,57.266,83.445,125.407,92.851,101.158,0,17.705,84.325,61.046,48.974,68.186,58.926,113.841,77.683,107.89,46.361,90.555,53.019,53.653,89.371,86.99,102.327,59.002,28.849,122.008,93.35,52.709,63.539,68.834,101.445,129.678,78.065,57.69,111.512,139.829,97.416,98.918,36.92,67.955,55.427,45.33,140.501,147.443,126.127,85.926,75.379,69.796,60.042,134.22,154.137,99.083,60.409,67.624,85.478,102.46,103.596,127.883,76.651,72.639,72.856,97.148, 
Tepexi de Rodrguez,73.098,65.73,129.281,54.153,32.857,71.296,119.585,53.937,118.17,28.603,44.016,56.12,52.003,51.889,41.657,75.065,72.069,63.661,109.34,149.557,49.081,69.118,113.165,98.597,47.014,79.651,66.045,67.454,48.611,48.371,50.093,39.216,62.404,105.229,98.912,83.975,92.805,109.94,69.951,27.402,98.75,59.908,40.502,41.291,67.47,109.432,76.876,80.939,17.705,0,68.351,45.071,33,52.212,42.952,97.867,95.058,91.916,66.817,74.581,50.109,37.679,73.397,71.016,86.353,43.027,43.008,106.034,77.376,62.394,47.565,52.86,85.471,113.704,62.091,62.776,110.453,123.855,98.669,82.944,48.241,51.981,78.05,54.277,124.527,131.469,110.153,69.952,59.405,53.822,83.563,118.246,138.163,83.109,59.409,51.65,69.504,86.486,87.622,126.824,60.677,56.665,56.882,114.354, 
San Simn de Bravo,39.291,1.589,67.109,22.92,35.71,137.916,57.412,120.557,55.998,41.378,20.77,61.784,57.668,12.587,26.934,34.04,15.624,15.534,47.168,87.384,42.572,3.477,56.208,36.424,53.55,26.939,14.644,4.845,20.26,20.861,27.147,30.637,17.887,48.272,36.74,64.841,41.62,45.658,36.144,94.022,47.428,35.229,31.452,27.832,33.663,41.71,10.424,28.989,84.325,68.351,0,20.068,36.188,39.941,27.96,61.777,63.07,33.373,78.646,7.101,28.38,38.54,44.545,41.062,27.809,26.386,49.72,44.032,18.832,28.865,20.285,14.285,42.649,55.161,32.137,18.306,45.625,51.856,33.841,18.116,38.487,25.228,80.618,43.44,65.983,72.926,42.835,5.805,8.434,13.832,77.788,59.702,79.619,47.019,124.999,15.525,12.387,27.943,51.532,55.787,12.421,31.546,15.343,191.515, 
San Martn Caltenco,32.764,18.478,83.692,17.461,12.43,114.637,73.995,97.278,74.93,18.098,9.023,56.325,52.208,11.341,4.233,34.731,24.818,23.327,63.751,103.967,37.112,23.529,65.914,53.007,48.09,32.4,18.794,21.865,10.106,4.037,16.993,7.357,22.07,57.978,53.322,64.614,45.554,69.606,29.617,70.743,51.499,29.769,13.546,9.926,27.136,69.098,29.625,33.688,61.046,45.071,20.068,0,26.779,26.225,6.528,57.398,75.256,45.736,63.786,28.401,25.725,16.291,32.928,30.548,40.173,5.797,47.065,65.565,31.196,26.21,4.457,13.779,45.002,67.524,21.622,15.651,57.811,83.386,46.027,26.463,35.832,11.512,64.558,40.785,78.347,85.289,69.684,22.827,12.281,6.697,70.071,72.066,91.983,42.64,102.75,9.669,22.379,40.306,47.153,74.182,15.044,16.197,9.757,157.695, 
Xochitln,59.951,34.998,105.887,18.26,20.008,102.565,96.19,85.206,86.373,14.267,19.147,37.083,32.967,37.124,28.808,61.918,36.261,43.022,85.946,126.162,13.417,39.324,77.357,75.202,28.849,43.843,30.237,44.06,37.293,24.341,37.245,26.368,49.257,69.421,75.517,64.939,56.997,96.793,56.804,58.671,62.942,24.245,27.653,28.443,54.323,73.516,41.068,45.131,48.974,33,36.188,26.779,0,39.363,30.103,84.586,62.273,67.909,44.492,42.665,17.095,24.83,60.117,57.736,62.346,20.114,20.719,70.648,53.369,29.609,31.646,35.952,63.636,89.697,48.81,20.778,70.556,110.574,58.772,39.208,15.456,38.701,45.265,21.492,100.52,107.462,77.372,35.572,26.349,28.87,50.778,94.239,114.156,69.828,93.558,35.963,35.124,62.479,74.341,86.927,37.217,43.385,21.775,148.503, 
Tecali de Herrera,29.419,42.222,97.362,39.445,19.852,121.777,87.666,104.418,86.251,25.239,27.366,78.309,74.193,24.644,25.277,31.386,46.802,31.742,77.421,117.638,59.097,37.199,86.248,66.678,70.074,54.384,40.778,35.535,18.315,29.083,13.84,20.124,19.721,78.312,66.993,86.598,71.66,66.261,26.272,77.883,73.483,51.753,12.341,16.031,23.791,65.753,47.889,59.029,68.186,52.212,39.941,26.225,39.363,0,22.338,54.077,95.833,59.85,85.676,42.515,47.615,16.214,29.607,27.226,54.287,23.933,68.955,62.244,45.31,48.1,22.33,27.03,53.405,81.638,18.301,37.541,78.388,80.065,66.604,50.879,57.722,15.782,86.448,62.675,93.493,99.403,66.363,43.841,34.171,28.587,91.961,86.601,105.885,39.319,109.89,25.82,44.269,54.42,43.832,94.759,28.611,12.602,31.647,164.835, 
Santo Toms Hueyotlipan,28.971,30.241,85.381,24.681,10.31,112.517,75.685,95.158,74.27,15.979,12.976,63.545,59.429,12.663,1.936,30.938,32.038,19.761,65.44,105.657,44.333,25.218,74.267,54.697,55.311,39.62,26.014,23.554,4.832,14.319,8.076,5.237,18.504,66.331,55.012,71.834,59.679,65.813,25.824,68.623,58.719,36.989,8.081,4.461,23.343,65.305,36.845,40.908,58.926,42.952,27.96,6.528,30.103,22.338,0,53.615,83.935,47.952,72.14,30.617,34.078,11.198,29.146,26.765,42.389,9.589,55.419,61.782,33.412,34.564,8.794,15.132,41.507,69.74,17.839,24.005,66.49,79.603,54.706,38.981,44.186,7.73,72.912,49.139,80.563,87.505,65.901,31.943,20.634,15.051,78.425,74.282,94.199,38.857,100.677,13.922,30.733,42.522,43.37,82.861,16.713,12.414,18.111,155.622, 
El Rincn Citlaltpetl,17.601,64.058,76.218,70.618,65.226,167.432,89.163,150.073,74.136,70.894,66.508,109.482,105.366,50.111,56.45,20.544,74.486,53.577,56.277,96.493,90.27,59.035,108.042,68.175,101.247,81.416,67.505,57.371,49.488,60.256,45.604,60.153,44.395,100.106,54.878,116.675,93.454,20.319,20.114,123.538,99.262,82.926,56.743,57.06,22.813,19.811,69.725,80.823,113.841,97.867,61.777,57.398,84.586,54.077,53.615,0,118.602,50.174,134.178,51.143,74.785,59.69,20.718,18.35,33.136,60.226,96.125,12.181,37.796,75.271,49.501,52.56,17.374,83.288,33.1,64.712,101.157,26.785,89.373,73.648,84.892,42.953,136.15,89.845,43.43,77.977,16.3,66.609,60.352,58.125,133.32,36.539,52.605,26.351,214.253,53.8,68.574,44.744,11.235,72.588,51.394,37.232,58.818,206.259, 
Chapulco,98.825,64.336,142.9,69.286,95.257,112.273,61.008,121.698,50.731,76.326,75.693,27.317,29.43,73.07,86.481,93.574,50.203,77.279,122.959,108.532,49.757,64.591,41.715,75.274,33.449,39.271,55.85,81.073,79.808,71.942,86.695,90.184,78.385,17.848,66.878,4.317,33.051,134.907,95.678,96.887,17.559,56.155,91,87.38,93.197,134.399,65.128,35.816,77.683,95.058,63.07,75.256,62.273,95.833,83.935,118.602,0,78.714,29.535,95.265,60.298,98.479,127.528,106.314,110.924,81.648,44.076,152.927,101.947,59.988,80.224,84.53,125.363,71.614,97.389,64.969,39.403,170.748,37.249,49.667,45.873,87.279,15.527,43.901,149.098,94.017,157.046,88.172,74.755,77.448,10.633,142.817,162.734,130.002,116.892,84.541,55.406,84.59,134.515,57.075,100.568,91.963,70.606,138.071, 
