LOCALIDADES,Libertad 1ra. Seccin (El Chivero),Poblado C-27 Ingeniero Eduardo Chvez Ramrez,Vicente Guerrero 1ra. Seccin,Guaytalpa,Poblado C-11 Jos Mara Morelos y Pavn,El Ro,Moctezuma 2da. Seccin,Poblado C-23 General Venustiano Carranza,Anacleto Canabal 3ra. Seccin,Ingenio Presidente Benito Jurez,Acachapan y Colmena 1ra. Seccin,Emiliano Zapata,Cocohital,Carlos Rovirosa (Tulipn),Puerto Ceiba (Carrizal),PobladoC-17 Independencia,Sargento Lpez 1ra. Seccin,Moctezuma 1ra. Seccin,Lagartera,Constitucin,Francisco I. Madero (Madero),Lzaro Crdenas 2da. Seccin,Poblado C-33 20 de Noviembre,Puerto Ceiba,Ocuapan,Poblado C-15 Adolfo Lpez Mateos,Tapotzingo,Boquern 4ta. Seccin (Laguna Nueva),Azucena 2da. Seccin,Iquinuapa,Gonzlez 1ra. Seccin,Boquern 1ra. Seccin (San Pedro),Saloya 1ra. Seccin,Ostuacn,Poblado C-20 Miguel Hidalgo y Costilla,Buena Vista 1ra. Seccin,Simn Sarlat,Arena 1ra. Seccin,Poblado C-29 General Vicente Guerrero,Chapultenango,C-34 (Licenciado Benito Jurez Garca),Poblado C-22 Licenciado Jos Mara Pino Surez,Reyes Hernndez 2da. Seccin,Arroyo Hondo 1ra. Seccin (Santa Teresa A),Samarkanda,El Muelle (Gaviln Norte),Sandial,Ignacio Allende,Libertad,Poblado C-10 General Lzaro Crdenas del Ro,Juan Aldama,Guatacalca,Cuauhtmoc,Saloya 2da. Seccin,Libertad,C-41 (Licenciado Carlos A. Madrazo),C-40 (Ernesto Aguirre Colorado),El Cedro,Melchor Ocampo,C-31 (General Francisco Villa),Libertad,Anacleto Canabal 1ra. Seccin,C-32 (Licenciado Francisco Trujillo Gurra),Soyataco,Cucuyulapa,Ro Seco y Montaa 2da. Seccin,Huimango,Buena Vista Ro Nuevo 3ra. Seccin,Poblado C-16 General Emiliano Zapata,Poblado C-09 Licenciado Francisco I. Madero,Lomitas,Benito Jurez (Campo Magallanes),Fraccionamiento Ocuiltzapotln Dos,Jalupa,Ixtacomitn,Jalapa,Anacleto Canabal 2da. Seccin,Quintn Arauz,Aldama,Ixtacomitn 1ra. Seccin,Miguel Hidalgo,Poblado C-28 Coronel Gregorio Mndez Magaa,Medelln y Pigua 3ra. Seccin,Santa Rosala (Miguel Hidalgo 2da. Seccin),Buena Vista Ro Nuevo 1ra. Seccin,La Lima,Ayapa,Buena Vista Ro Nuevo 2da. Seccin,Guapinol,Luis Gil Prez,Macultepec,Ro Viejo 1ra. Seccin,Coronel Andrs Snchez Magallanes,Chichicapa,Jurez,Chontalpa (Estacin Chontalpa),La Selva,Medelln y Madero 2da. Seccin,Once de Febrero 1ra. Seccin,Tacotalpa,Vicente Guerrero,Bosque de Saloya,La Venta,Tamult de las Sabanas,Parrilla,Tecolutilla,Pomoca,Parrilla II,Nacajuca,Pichucalco,Jalpa de Mndez,Ocuiltzapotln,Cunduacn,Playas del Rosario (Subteniente Garca),Frontera,Paraso,Reforma,Teapa,Huimanguillo,Agua Dulce,Comalcalco,Las Choapas,Crdenas,Villahermosa, 
El Muelle (Gaviln Norte),149.598,85.523,137.95,151.373,88.562,143.299,152.897,70.56,139.222,87.671,157.071,141.623,143.7,117.585,161.551,101.738,133.371,153.666,147.199,155.551,149.325,136.702,86.239,162.151,103.474,95.256,150.859,151.611,101.498,143.553,131.753,147.532,153.241,195.718,91.684,175.512,191.117,116.511,95.736,254.522,76.552,75.366,139.245,91.488,151.338,0,170.39,201.673,119.419,112.586,202.971,158.772,182.076,151.63,146.241,98.079,90.987,150.199,102.399,93.071,118.002,139.619,87.176,147.659,110.586,97.992,134.247,136.923,97.73,104.096,149.949,48.174,166.498,145.386,231.178,185.735,134.942,154.61,124.346,144.83,130.087,87.411,155.353,109.645,135.502,155.922,150.242,131.485,152.949,142.133,165.677,147.645,68.201,140.928,161.355,138.833,147.087,162.843,111.883,203.049,207.009,145.79,29.76,179.582,153.765,130.1,154.132,159.078,150.605,220.361,144.692,164.209,126.7,160.605,225.194,158.733,138.002,200.113,118.762,4.712,139.229,34.629,97.53,143.325, 
Sandial,50.666,96.235,29.976,27.125,120.232,25.66,59.959,122.466,33.388,98.316,28.549,23.852,77.453,58.287,82.16,95.497,58.976,63.851,40.056,15.583,56.064,36.719,96.884,79.033,105.981,107.938,24.963,40.963,130.144,35.422,40.256,41.889,11.123,172.191,94.439,24.893,31.94,69.433,86.467,132.962,99.767,107.69,55.489,82.219,21.489,170.39,0,42.529,96.684,114.282,86.778,16.399,54.039,14.999,20.569,89.88,94.766,16.429,76.319,84.872,87.451,34.112,90.955,31.523,62.838,77.675,40.518,41.567,99.427,105.793,14.564,142.79,9.409,23.388,114.985,69.542,39.248,58.577,66.395,30.931,62.234,89.107,18.081,80.411,43.65,39.729,35.877,47.022,36.755,52.636,8.651,33.746,163.226,45.844,95.812,116.098,21.538,10.198,79.734,86.856,47.865,21.56,148.428,20.438,37.571,65.709,16.419,42.885,20.537,104.168,28.316,7.589,39.96,44.412,66.05,62.7,62.418,83.92,96.027,165.237,50.501,172.911,74.827,28.855, 
Ignacio Allende,54.912,127.518,72.389,58.975,151.515,68.073,47.081,153.749,64.671,129.599,59.833,61.795,78.879,76.542,41.209,126.78,67.123,46.963,53.584,46.866,51.275,68.002,128.167,38.082,137.264,139.221,61.16,72.246,118.614,57.505,71.539,73.172,53.536,203.474,125.722,41.426,13.233,77.58,117.75,164.245,131.05,138.973,63.636,113.502,52.773,201.673,42.529,0,128.003,145.601,118.097,58.788,12.167,58.886,60.795,121.199,126.085,58.311,107.638,116.191,85.631,65.431,122.274,54.017,94.157,108.994,99.016,72.886,130.746,137.112,64.296,174.109,40.728,65.777,146.304,100.861,70.567,47.235,78.437,62.25,74.276,120.426,49.4,84.276,74.969,71.048,53.949,78.341,68.074,83.955,39.972,65.065,194.545,53.662,127.131,147.417,61.641,41.519,81.513,118.175,5.993,60.733,179.747,35.987,68.89,69.055,59.023,74.204,62.926,135.487,59.39,38.91,91.672,75.731,31.745,42.426,93.737,115.239,127.346,196.556,61.966,204.23,106.146,60.174, 
Libertad,73.284,45.265,65.232,78.655,69.261,70.581,76.582,59.263,66.505,35.113,84.353,68.905,91.86,44.867,85.236,44.527,57.057,77.351,70.884,82.833,73.01,63.984,27.809,85.836,9.785,56.967,78.141,78.894,79.173,67.239,59.036,74.815,80.523,78.205,43.468,102.794,118.399,52.307,35.497,101.355,32.232,46.457,62.931,31.249,78.62,119.419,96.684,128.003,0,64.91,74.665,84.884,105.415,77.742,72.353,12.821,23.604,76.311,28.426,18.033,48.207,65.731,27.398,73.772,36.698,21.709,60.36,63.035,50.055,56.421,76.061,93.418,92.61,71.499,80.903,111.847,61.054,77.948,56.914,70.942,70.769,39.735,81.465,35.672,61.614,82.034,73.581,57.597,79.061,68.245,91.789,73.757,113.854,64.267,46.461,21.422,73.199,88.955,37.91,129.161,133.121,71.902,99.056,105.694,79.877,74.244,80.245,85.19,76.718,68.808,70.805,90.321,52.813,86.717,151.306,82.071,38.379,126.225,4.917,115.865,62.568,123.539,22.919,69.437, 
Poblado C-10 General Lzaro Crdenas del Ro,64.427,22.097,82.83,77.829,14.103,78.101,65.146,22.485,84.103,25.985,101.951,86.503,51.865,43.354,81.241,19.269,48.382,65.915,64.439,100.431,64.154,81.582,39.08,81.841,50.368,11.884,81.31,96.492,16.699,70.23,76.633,92.412,98.121,140.598,21.461,120.392,135.997,32.293,29.593,199.402,32.012,19.789,47.811,32.658,96.218,112.586,114.282,145.601,64.91,0,147.292,103.093,107.225,95.951,90.562,42.4,37.32,94.52,46.72,37.392,33.155,83.94,33.509,72.766,54.907,42.312,59.554,81.244,15.202,16.137,94.27,56.422,110.819,89.707,175.499,130.056,79.263,68.49,36.386,89.151,42.127,26.55,99.674,33.448,79.823,100.243,66.534,75.806,97.27,86.454,109.998,91.966,76.859,57.22,105.676,83.154,91.408,107.164,36.979,147.37,114.096,90.111,86.974,123.903,98.086,41.619,98.453,103.399,80.819,164.682,74.905,108.53,71.021,104.926,169.515,79.973,82.323,144.434,63.083,103.783,52.708,111.457,41.851,87.646, 
Juan Aldama,124.838,128.817,95.167,94.518,152.813,90.851,128.701,155.047,65.97,130.897,74.447,63.087,143.072,113.863,137.857,128.079,115.019,129.47,105.247,72.927,125.379,69.3,129.465,138.457,84.144,140.519,92.356,68.903,162.725,100.613,72.838,69.829,76.313,82.228,127.02,92.888,108.493,126.392,119.049,47.7,132.348,140.272,116.975,114.801,68.714,202.971,86.778,118.097,74.665,147.292,0,86.051,128.054,68.652,64.284,127.299,132.185,70.063,113.738,122.291,124.87,71.532,128.374,95.999,100.257,115.094,105.116,72.006,136.846,143.212,74.062,180.209,81.369,87.864,28.272,44.887,76.667,134.667,134.7,61.601,130.539,126.526,70.224,117.83,75.328,49.57,100.353,78.7,51.279,50.913,80.548,64.416,200.645,119.751,32.562,90.209,65.13,77.714,117.153,29.905,121.88,63.833,185.847,94.453,49.953,134.014,68.789,45.122,86.516,17.455,92.792,79.08,97.772,43.095,140.065,138.79,47.121,12.424,70.407,202.656,120.82,210.33,112.246,61.642, 
Guatacalca,34.038,84.617,16.628,11.03,108.614,12.312,43.331,110.848,28.624,86.698,32.635,26.354,60.825,51.767,51.072,73.747,42.348,47.223,23.428,31.115,39.436,32.116,85.266,54.662,94.363,96.32,8.868,41.707,88.52,18.794,35.653,42.633,12.735,160.573,82.821,42.136,49.184,52.805,74.849,133.752,88.149,96.072,38.861,70.601,23.103,158.772,16.399,58.788,84.884,103.093,86.051,0,56.049,17.501,23.071,84.172,89.058,18.931,53.203,79.164,60.135,32.225,85.247,14.199,57.13,71.967,26.595,40.877,93.719,70.804,16.054,137.082,23.574,10.195,114.973,69.53,33.54,41.253,49.071,31.381,44.91,83.399,32.246,58.78,42.96,39.716,18.553,50.193,36.743,51.946,22.816,34.196,157.518,28.52,90.104,110.39,24.04,24.363,56.017,86.844,64.148,24.062,142.72,36.721,37.559,48.385,18.921,42.872,4.441,104.156,10.992,21.754,28.412,44.399,82.333,45.376,56.71,83.908,90.319,159.529,33.177,167.203,69.119,29.305, 
Cuauhtmoc,42.745,107.922,54.981,46.808,113.4,49.604,34.914,113.288,76.181,110.002,71.343,73.305,66.712,64.375,29.042,86.355,54.956,34.796,41.417,58.376,39.108,79.512,108.57,25.915,114.894,96.725,48.993,83.756,106.446,45.338,83.049,84.682,65.046,181.103,90.015,52.936,24.743,65.413,84.697,175.755,111.453,103.273,51.469,93.906,64.283,182.076,54.039,12.167,105.415,107.225,128.054,56.049,0,70.458,72.367,101.71,106.597,69.883,77.829,96.702,73.464,77.003,102.786,41.85,105.729,85.909,61.267,84.458,90.573,88.003,75.868,154.62,52.3,52.113,157.876,112.433,82.139,35.068,66.27,73.822,62.109,100.937,60.972,72.109,86.541,82.62,41.782,89.913,79.646,95.527,51.544,76.637,175.056,41.495,138.703,124.332,73.213,53.091,69.346,129.747,6.871,72.305,160.258,47.559,80.462,56.888,70.595,85.776,51.85,147.059,47.223,50.482,65.096,87.303,46.295,30.258,105.309,126.811,104.26,177.067,49.799,184.741,83.061,71.746, 
Saloya 2da. Seccin,46.591,77.475,25.901,25.253,101.472,21.585,55.884,103.706,11.123,79.556,15.236,8.853,73.378,62.522,63.625,76.737,54.901,59.776,35.981,13.716,51.989,17.959,78.124,67.215,87.221,89.178,23.091,22.218,111.384,31.347,21.496,23.144,7.048,153.431,75.679,33.677,49.282,65.358,67.707,116.353,81.007,88.93,51.414,63.459,5.704,151.63,14.999,58.886,77.742,95.951,68.652,17.501,70.458,0,5.57,70.491,75.378,1.43,56.93,65.483,68.062,14.724,71.567,27.448,43.449,58.286,36.443,22.894,80.038,86.404,5.512,123.401,22.174,19.313,97.575,52.132,19.859,54.502,62.32,13.983,58.159,69.718,12.172,61.022,24.977,22.318,31.802,28.349,19.345,33.963,22.496,16.798,143.837,41.769,76.424,96.709,6.539,19.662,60.345,69.446,63.828,6.561,129.039,36.401,20.161,61.634,1.522,25.474,17.965,86.758,24.241,21.027,40.964,27.001,82.013,58.625,43.03,66.51,76.638,145.848,46.426,153.522,55.438,11.907, 
Libertad,52.161,72.086,31.471,30.823,96.083,27.155,61.454,98.317,6.179,74.167,17.145,3.909,86.342,57.133,69.195,71.348,58.289,72.74,41.551,15.625,68.649,12.57,72.735,72.785,81.832,83.789,28.661,16.829,105.995,36.917,16.107,17.755,12.618,148.042,70.29,35.586,51.191,69.662,62.318,111.985,75.618,83.541,60.245,58.07,7.613,146.241,20.569,60.795,72.353,90.562,64.284,23.071,72.367,5.57,0,65.547,70.434,4.139,51.986,60.539,63.118,9.78,66.623,33.018,38.505,53.342,43.364,17.467,75.094,81.46,10.901,118.457,26.299,24.883,92.507,47.064,14.915,72.915,72.948,9.312,68.787,64.774,15.154,56.078,23.364,17.251,37.372,26.736,14.278,28.536,25.478,12.127,138.893,47.339,71.48,91.765,0.965,22.644,55.401,64.378,66.81,1.617,124.095,39.383,15.094,72.262,7.092,20.407,23.535,81.69,29.811,24.01,36.02,21.934,84.995,77.038,38.086,61.442,71.694,140.904,59.068,148.578,50.494,6.548, 
C-41 (Licenciado Carlos A. Madrazo),70.076,23.925,58.428,71.851,47.921,63.777,73.375,50.155,59.701,26.005,77.549,62.101,74.144,38.063,82.029,25.244,53.849,74.144,67.677,76.029,69.803,57.18,17.415,82.629,15.184,35.627,71.337,72.09,57.833,64.031,52.232,68.011,73.719,91.026,22.128,95.99,111.595,38.207,16.214,117.447,27.456,35.38,59.723,11.966,71.816,98.079,89.88,121.199,12.821,42.4,127.299,84.172,101.71,70.491,65.547,0,7.989,69.479,21.68,6.065,41.461,58.9,11.782,66.94,29.866,13.472,53.528,56.203,27.547,33.913,69.229,70.91,85.778,64.667,96.046,105.016,54.223,73.891,43.858,64.11,66.711,17.227,74.633,28.926,54.782,75.203,69.523,50.765,72.23,61.413,84.957,66.925,91.346,60.209,61.604,39.082,66.367,82.123,31.164,122.33,126.289,65.07,76.548,98.862,73.046,70.186,73.413,78.359,69.886,83.951,63.973,83.489,45.981,79.886,144.474,78.014,57.282,119.394,19.01,93.357,58.51,101.031,16.811,62.606, 
C-40 (Ernesto Aguirre Colorado),74.963,16.833,63.315,76.738,42.841,68.664,78.262,43.063,64.587,18.913,82.435,66.988,69.064,42.95,86.916,27.102,58.736,79.031,72.564,80.915,74.69,62.066,9.427,87.516,13.853,26.566,76.224,76.976,52.753,68.918,57.118,72.897,78.605,98.758,17.048,100.876,116.481,41.875,21.1,179.886,13.85,28.288,64.61,16.852,76.702,90.987,94.766,126.085,23.604,37.32,132.185,89.058,106.597,75.378,70.434,7.989,0,74.933,27.134,10.784,42.737,64.354,4.6,72.394,35.32,22.726,58.982,61.658,22.465,28.831,74.683,63.815,91.232,70.121,104.201,110.47,59.677,79.345,49.081,69.564,54.822,12.146,80.087,34.38,60.237,80.657,74.977,56.22,77.684,66.868,90.411,72.379,84.251,65.663,69.759,41.975,71.821,87.577,36.618,127.784,131.743,70.524,69.453,104.316,78.5,54.835,78.867,83.813,75.34,92.106,69.427,88.943,51.435,85.34,149.928,83.468,62.737,124.848,25.093,86.262,63.964,93.936,22.265,68.06, 
El Cedro,48.021,76.044,27.331,26.683,100.041,23.015,57.314,102.275,9.692,78.125,14.661,7.422,74.808,61.091,65.055,75.306,62.247,61.206,37.411,13.141,53.419,16.528,76.693,68.645,85.79,87.747,24.521,20.787,109.953,32.777,20.065,21.713,8.478,152,74.248,33.102,48.707,73.62,66.276,117.764,79.576,87.499,52.844,62.028,5.129,150.199,16.429,58.311,76.311,94.52,70.063,18.931,69.883,1.43,4.139,69.479,74.933,0,55.499,64.052,66.631,13.293,70.136,28.878,42.018,56.855,46.877,21.463,78.607,84.973,6.761,121.97,23.604,20.743,96.662,51.219,18.428,55.932,63.75,13.308,59.589,68.287,11.596,59.591,23.546,21.406,33.232,26.918,18.433,32.532,21.92,16.123,142.406,43.199,74.993,95.278,5.108,19.086,58.914,68.533,63.252,5.13,127.608,35.825,19.249,63.064,2.952,24.562,19.395,85.845,25.671,20.451,39.533,26.089,81.437,60.055,41.599,65.597,75.207,144.417,47.856,152.091,54.007,10.532, 
Melchor Ocampo,46.195,28.245,38.647,57.186,52.241,43.996,49.494,54.475,46.14,30.325,63.988,48.54,64.772,15.064,58.148,22.332,29.969,50.263,43.796,62.468,45.922,43.619,28.893,58.748,37.905,39.947,51.556,58.529,62.153,40.151,38.67,54.449,60.158,104.114,26.448,82.429,98.034,25.218,18.477,161.439,31.776,39.7,35.843,14.229,58.255,102.399,76.319,107.638,28.426,46.72,113.738,53.203,77.829,56.93,51.986,21.68,27.134,55.499,0,20.659,20.612,46.913,26.742,52.218,17.879,13.462,30.452,44.216,35.214,41.58,57.242,78.577,73.791,45.208,138.472,93.029,42.235,50.353,29.318,52.123,43.174,24.894,62.646,8.076,42.795,63.216,45.986,38.778,60.243,49.426,72.97,54.938,99.013,36.672,74.407,51.885,54.38,70.136,10.315,110.343,84.691,53.083,84.215,86.875,61.059,46.649,61.426,66.372,50.427,127.655,44.514,71.502,26.522,67.899,132.487,54.476,45.295,107.407,31.814,101.024,34.972,108.698,10.614,50.619, 
C-31 (General Francisco Villa),65.068,18.917,53.42,66.843,42.913,58.769,68.367,45.147,54.693,20.997,72.541,57.093,69.136,33.055,77.021,20.236,48.841,69.136,62.669,71.021,64.795,52.172,19.565,77.621,20.396,30.619,66.329,67.082,52.825,59.023,47.224,63.003,68.711,103.635,17.12,90.982,106.587,33.199,11.206,169.992,22.448,30.372,54.715,6.958,66.808,93.071,84.872,116.191,18.033,37.392,122.291,79.164,96.702,65.483,60.539,6.065,10.784,64.052,20.659,0,37.017,54.455,6.216,62.496,25.422,8.406,49.084,51.759,22.539,28.905,64.785,65.902,81.334,60.223,146.015,100.572,49.778,69.447,38.85,59.666,62.267,12.219,70.189,24.482,50.338,70.759,65.079,46.321,67.786,56.969,80.513,62.481,86.338,55.765,65.711,43.189,61.923,77.679,26.72,117.886,121.845,60.626,71.54,94.418,68.602,65.742,68.969,73.915,65.442,135.198,59.529,79.045,41.537,75.442,140.03,73.57,52.838,114.95,23.117,88.349,54.066,96.023,12.367,58.162, 
Libertad,41.83,38.719,38.416,52.821,38.625,43.765,34.948,43.939,57.272,45.928,75.12,59.672,34.735,10.199,53.783,16.859,14.183,35.717,39.431,73.6,41.557,54.751,44.496,54.383,57.686,29.296,56.302,69.661,42.204,35.786,49.802,65.581,57.035,123.896,26.877,93.561,109.166,5.154,23.304,172.571,47.379,41.242,17.613,26.495,69.387,118.002,87.451,85.631,48.207,33.155,124.87,60.135,73.464,68.062,63.118,41.461,42.737,66.631,20.612,37.017,0,57.886,46.062,48.828,28.853,28.616,28.565,55.19,21.905,18.816,68.216,97.896,84.765,46.932,149.445,104.002,53.209,38.398,9.254,63.097,13.009,31.966,73.62,13.182,53.769,74.189,42.596,49.752,71.216,60.4,83.944,65.912,118.332,33.282,89.663,67.039,65.354,81.11,11.078,121.316,81.301,64.057,103.534,97.849,72.032,15.229,72.399,77.345,56.881,138.628,50.967,82.476,31.366,78.872,143.461,39.75,56.269,118.38,46.968,120.343,22.616,128.017,25.769,61.592, 
Anacleto Canabal 1ra. Seccin,61.486,65.464,40.344,39.977,89.461,36.309,65.349,91.695,3.933,67.545,21.781,6.334,79.72,50.511,74.505,64.726,51.667,66.118,56.539,20.261,62.027,5.369,66.113,75.105,75.21,77.167,37.815,16.322,99.373,47.407,9.486,17.248,21.772,141.42,63.668,40.222,55.827,63.04,55.696,119.233,68.996,76.919,53.623,51.448,16.048,139.619,34.112,65.431,65.731,83.94,71.532,32.225,77.003,14.724,9.78,58.9,64.354,13.293,46.913,54.455,57.886,0,61.358,44.259,33.241,48.078,38.1,14.698,69.83,76.196,17.993,113.193,29.414,36.124,94.095,48.652,4.222,67.651,67.684,7.746,63.523,59.51,18.269,50.814,17.435,18.839,52.525,20.807,15.866,26.97,28.593,10.561,133.629,52.735,66.215,86.501,10.003,25.759,50.137,65.966,69.925,8.706,118.831,42.498,16.682,66.998,17.049,21.995,34.776,83.278,41.052,27.125,30.756,23.522,88.11,71.774,32.821,63.03,66.43,135.64,53.804,143.314,45.23,6.242, 
C-32 (Licenciado Francisco Trujillo Gurra),71.152,13.022,59.504,72.927,39.03,64.853,74.451,39.252,60.776,15.102,78.624,63.177,65.253,39.139,83.105,23.291,54.925,75.22,68.753,77.104,70.879,58.255,8.841,83.705,17.647,22.755,72.413,73.165,48.942,65.107,53.307,69.086,74.794,102.552,13.237,97.065,112.67,38.064,17.289,176.075,16.553,24.477,60.799,13.041,72.891,87.176,90.955,122.274,27.398,33.509,128.374,85.247,102.786,71.567,66.623,11.782,4.6,70.136,26.742,6.216,46.062,61.358,0,68.583,31.509,18.915,55.171,57.847,18.654,25.02,70.872,60.004,87.421,66.31,152.102,106.659,55.866,75.534,45.27,65.753,51.011,8.335,76.276,30.569,56.426,76.846,71.166,52.409,73.873,63.057,86.6,68.568,80.44,61.852,82.279,45.769,68.01,83.766,32.807,123.973,127.932,66.713,65.642,100.505,74.689,51.024,75.056,80.002,71.529,141.285,65.616,85.132,47.624,81.529,146.117,79.657,58.926,121.037,39.686,82.451,60.153,90.125,18.454,64.249, 
Soyataco,21.044,73.505,13.131,4.958,78.236,7.754,30.337,99.735,38.571,75.585,42.583,36.301,47.831,38.773,42.848,60.753,29.354,34.229,10.772,41.063,26.442,48.407,74.153,39.721,83.251,71.123,7.143,51.655,75.526,6.851,43.459,52.581,22.682,149.461,71.708,57.26,64.308,39.811,59.095,143.7,77.036,84.96,25.867,59.489,33.051,147.659,31.523,54.017,73.772,72.766,95.999,14.199,41.85,27.448,33.018,66.94,72.394,28.878,52.218,62.496,48.828,44.259,68.583,0,51.383,55.787,19.417,49.885,64.972,58.532,26.047,120.902,38.744,10.263,124.967,79.524,46.719,28.981,36.799,41.375,32.638,67.219,39.564,46.508,48.464,49.71,5.868,44.447,46.737,55.095,37.986,44.19,141.338,16.248,84.358,94.21,34.033,39.533,43.745,96.838,48.721,34.055,126.54,51.891,47.553,36.113,28.914,52.866,10,114.15,5.373,36.924,23.42,54.393,97.503,33.104,50.964,93.902,74.139,143.349,20.905,151.023,52.939,39.299, 
Cucuyulapa,53.943,36.431,40.331,55.242,60.428,47.168,57.242,62.662,32.659,38.512,50.507,35.059,72.519,21.478,65.896,35.693,37.716,58.011,51.544,48.987,53.67,30.138,37.08,66.496,46.177,48.134,54.728,45.048,70.34,47.394,25.19,40.968,46.677,112.387,34.635,68.948,84.553,34.007,26.663,147.958,39.963,47.886,43.59,22.415,44.774,110.586,62.838,94.157,36.698,54.907,100.257,57.13,105.729,43.449,38.505,29.866,35.32,42.018,17.879,25.422,28.853,33.241,31.509,51.383,0,19.872,36.711,29.007,41.624,47.99,42.032,84.987,58.581,47.974,123.262,77.819,27.026,59.057,38.902,36.913,51.877,31.304,47.436,22.608,27.586,48.006,51.136,23.569,45.033,34.217,57.76,39.728,105.423,45.375,63.48,58.295,39.17,54.926,21.931,95.133,99.092,37.873,90.625,71.665,45.849,55.352,46.216,51.162,51.32,112.445,47.155,56.292,23.749,52.689,117.277,63.18,30.086,92.197,38.224,107.434,43.676,115.108,17.024,35.409, 
Ro Seco y Montaa 2da. Seccin,54.275,23.837,46.223,59.646,47.833,51.572,57.574,50.068,47.496,25.918,65.344,49.896,72.852,25.858,66.228,23.099,38.048,58.343,51.876,63.824,54.002,44.975,24.486,66.828,31.188,35.539,59.132,59.885,57.745,48.231,40.027,55.806,61.514,97.397,22.04,83.785,99.39,33.298,14.069,116.308,27.369,35.292,43.923,9.821,59.611,97.992,77.675,108.994,21.709,42.312,115.094,71.967,85.909,58.286,53.342,13.472,22.726,56.855,13.462,8.406,28.616,48.078,18.915,55.787,19.872,0,40.981,43.656,27.483,33.849,56.682,70.846,73.231,52.12,97.552,92.468,41.675,58.498,37.463,51.563,51.318,17.163,62.086,16.221,42.235,62.655,54.13,38.218,59.682,48.866,72.41,54.378,91.282,44.816,63.11,40.588,53.82,69.576,18.459,109.782,113.742,52.523,76.484,86.315,60.498,54.793,60.866,65.811,57.339,85.457,51.426,70.942,33.434,67.338,131.927,62.621,44.735,106.846,20.517,93.293,43.117,100.967,3.469,50.058, 
Huimango,28.663,60.093,13.117,23.276,65.074,15.202,32.527,67.423,37.517,62.173,55.366,39.918,46.898,18.509,41.683,40.49,18.844,33.296,14.602,53.846,29.205,34.996,60.741,42.283,69.839,50.86,22.762,49.906,71.019,11.306,30.048,45.879,31.677,136.049,44.15,73.807,89.412,29.753,38.832,152.817,63.624,57.408,20.801,46.077,49.633,134.247,40.518,99.016,60.36,59.554,105.116,26.595,61.267,36.443,43.364,53.528,58.982,46.877,30.452,49.084,28.565,38.1,55.171,19.417,36.711,40.981,0,36.403,44.589,46.296,34.998,107.421,64.793,17.132,129.473,84.03,33.237,33.34,33.373,43.125,29.212,53.738,53.648,26.125,34.982,54.217,15.17,30.965,51.244,41.613,63.972,45.94,127.857,18.424,70.876,80.729,45.382,61.138,23.362,101.344,66.443,44.085,113.059,77.877,52.06,32.687,37.865,57.373,22.351,118.656,16.438,62.504,9.939,58.9,123.489,37.463,37.482,98.408,60.658,129.868,19.493,137.542,39.458,41.62, 
Buena Vista Ro Nuevo 3ra. Seccin,59.975,62.768,38.833,48.629,86.765,44.962,63.838,88.999,14.78,64.849,29.236,17.181,78.209,47.815,72.994,62.03,50.156,64.607,55.028,27.716,60.516,18.111,63.417,73.594,72.514,74.471,46.467,19.273,96.677,45.896,21.648,17.192,30.424,106.078,60.972,47.677,63.282,60.344,53,119.707,66.3,74.223,52.112,48.752,23.503,136.923,41.567,72.886,63.035,81.244,72.006,40.877,84.458,22.894,17.467,56.203,61.658,21.463,44.216,51.759,55.19,14.698,57.847,49.885,29.007,43.656,36.403,0,66.278,72.644,29.307,109.641,36.579,41.039,100.057,54.614,24.917,64.151,64.184,11.738,60.023,55.958,25.434,47.262,7.769,24.801,49.025,7.049,21.828,11.125,35.758,14.553,130.077,49.235,52.442,82.95,17.183,32.924,46.585,71.928,77.09,15.886,115.279,49.663,22.644,63.498,24.214,27.957,39.691,89.24,45.044,34.29,27.256,29.484,95.275,68.274,19.049,68.992,62.879,132.088,50.304,139.762,41.679,13.407, 
Poblado C-16 General Emiliano Zapata,58.939,17.861,67.975,69.93,20.721,73.324,57.009,23.07,69.248,25.656,87.096,71.648,48.232,27.308,70.892,6.27,40.245,57.778,56.54,85.576,58.666,66.727,24.224,71.492,35.512,8.427,80.884,81.637,30.635,52.894,61.778,77.557,83.266,125.743,6.606,105.537,121.142,21.043,14.738,184.547,27.107,20.373,39.674,17.803,81.363,97.73,99.427,130.746,50.055,15.202,136.846,93.719,90.573,80.038,75.094,27.547,22.465,78.607,35.214,22.539,21.905,69.83,18.654,64.972,41.624,27.483,44.589,66.278,0,8,79.415,70.489,95.964,74.852,160.644,115.201,64.408,60.353,28.249,74.296,33.99,11.695,84.819,18.592,64.968,85.388,58.729,60.951,82.415,71.599,95.143,77.111,90.925,49.415,90.821,68.299,76.553,92.309,22.123,132.515,97.434,75.256,76.127,109.048,83.231,34.003,83.598,88.544,80.071,149.827,74.158,93.675,56.166,90.071,154.66,61.705,67.468,129.579,48.228,92.936,44.571,100.61,26.996,72.791, 
